sample	city	pop	site	range
Calgary_28_3	Calgary	28	rural	Introduced
Calgary_28_4	Calgary	28	rural	Introduced
Calgary_28_5	Calgary	28	rural	Introduced
Calgary_28_6	Calgary	28	rural	Introduced
Calgary_28_7	Calgary	28	rural	Introduced
Calgary_32_5	Calgary	32	urban	Introduced
Calgary_32_10	Calgary	32	urban	Introduced
Calgary_32_1	Calgary	32	urban	Introduced
Calgary_32_2	Calgary	32	urban	Introduced
Calgary_32_3	Calgary	32	urban	Introduced
Calgary_32_4	Calgary	32	urban	Introduced
Calgary_32_7	Calgary	32	urban	Introduced
Calgary_32_8	Calgary	32	urban	Introduced
Calgary_35_1	Calgary	35	urban	Introduced
Calgary_35_2	Calgary	35	urban	Introduced
Calgary_35_10	Calgary	35	urban	Introduced
Calgary_35_12	Calgary	35	urban	Introduced
Calgary_35_16	Calgary	35	urban	Introduced
Calgary_35_3	Calgary	35	urban	Introduced
Calgary_35_6	Calgary	35	urban	Introduced
Calgary_35_7	Calgary	35	urban	Introduced
Calgary_35_8	Calgary	35	urban	Introduced
Calgary_36_16	Calgary	36	urban	Introduced
Calgary_36_17	Calgary	36	urban	Introduced
Calgary_36_1	Calgary	36	urban	Introduced
Calgary_36_2	Calgary	36	urban	Introduced
Calgary_36_4	Calgary	36	urban	Introduced
Calgary_36_5	Calgary	36	urban	Introduced
Calgary_36_7	Calgary	36	urban	Introduced
Calgary_36_8	Calgary	36	urban	Introduced
Calgary_36_9	Calgary	36	urban	Introduced
Calgary_37_7	Calgary	37	urban	Introduced
Calgary_37_10	Calgary	37	urban	Introduced
Calgary_37_11	Calgary	37	urban	Introduced
Calgary_37_12	Calgary	37	urban	Introduced
Calgary_37_2	Calgary	37	urban	Introduced
Calgary_37_3	Calgary	37	urban	Introduced
Calgary_37_4	Calgary	37	urban	Introduced
Calgary_37_6	Calgary	37	urban	Introduced
Calgary_37_8	Calgary	37	urban	Introduced
Calgary_37_9	Calgary	37	urban	Introduced
Canberra_1_15	Canberra	1	urban	Introduced
Canberra_1_3	Canberra	1	urban	Introduced
Canberra_1_1	Canberra	1	urban	Introduced
Canberra_1_12	Canberra	1	urban	Introduced
Canberra_1_17	Canberra	1	urban	Introduced
Canberra_1_2	Canberra	1	urban	Introduced
Canberra_1_6	Canberra	1	urban	Introduced
Canberra_1_7	Canberra	1	urban	Introduced
Canberra_2_11	Canberra	2	urban	Introduced
Canberra_2_17	Canberra	2	urban	Introduced
Canberra_2_12	Canberra	2	urban	Introduced
Canberra_2_13	Canberra	2	urban	Introduced
Canberra_2_2	Canberra	2	urban	Introduced
Canberra_2_20	Canberra	2	urban	Introduced
Canberra_2_4	Canberra	2	urban	Introduced
Canberra_2_5	Canberra	2	urban	Introduced
Canberra_2_9	Canberra	2	urban	Introduced
Canberra_3_9	Canberra	3	urban	Introduced
Canberra_3_3	Canberra	3	urban	Introduced
Canberra_3_10	Canberra	3	urban	Introduced
Canberra_3_11	Canberra	3	urban	Introduced
Canberra_3_4	Canberra	3	urban	Introduced
Canberra_3_5	Canberra	3	urban	Introduced
Canberra_4_13	Canberra	4	urban	Introduced
Canberra_4_7	Canberra	4	urban	Introduced
Canberra_4_15	Canberra	4	urban	Introduced
Canberra_4_16	Canberra	4	urban	Introduced
Canberra_4_3	Canberra	4	urban	Introduced
Canberra_4_8	Canberra	4	urban	Introduced
Canberra_5_11	Canberra	5	urban	Introduced
Canberra_5_10	Canberra	5	urban	Introduced
Canberra_5_12	Canberra	5	urban	Introduced
Canberra_5_13	Canberra	5	urban	Introduced
Canberra_5_14	Canberra	5	urban	Introduced
Canberra_5_4	Canberra	5	urban	Introduced
Canberra_30_9	Canberra	30	rural	Introduced
Canberra_30_4	Canberra	30	rural	Introduced
Canberra_30_10	Canberra	30	rural	Introduced
Canberra_30_3	Canberra	30	rural	Introduced
Canberra_30_7	Canberra	30	rural	Introduced
Canberra_30_13	Canberra	30	rural	Introduced
Canberra_30_14	Canberra	30	rural	Introduced
Canberra_30_6	Canberra	30	rural	Introduced
Canberra_30_8	Canberra	30	rural	Introduced
Canberra_31_1	Canberra	31	rural	Introduced
Canberra_31_2	Canberra	31	rural	Introduced
Canberra_31_15	Canberra	31	rural	Introduced
Canberra_31_17	Canberra	31	rural	Introduced
Canberra_31_19	Canberra	31	rural	Introduced
Canberra_31_6	Canberra	31	rural	Introduced
Canberra_31_9	Canberra	31	rural	Introduced
Cape_Town_3_12	Cape_Town	3	urban	Introduced
Cape_Town_3_13	Cape_Town	3	urban	Introduced
Cape_Town_3_15	Cape_Town	3	urban	Introduced
Cape_Town_3_17	Cape_Town	3	urban	Introduced
Cape_Town_3_4	Cape_Town	3	urban	Introduced
Cape_Town_3_8	Cape_Town	3	urban	Introduced
Cape_Town_3_9	Cape_Town	3	urban	Introduced
Cape_Town_4_2	Cape_Town	4	urban	Introduced
Cape_Town_4_10	Cape_Town	4	urban	Introduced
Cape_Town_4_4	Cape_Town	4	urban	Introduced
Cape_Town_4_13	Cape_Town	4	urban	Introduced
Cape_Town_4_9	Cape_Town	4	urban	Introduced
Cape_Town_4_1	Cape_Town	4	urban	Introduced
Cape_Town_4_18	Cape_Town	4	urban	Introduced
Cape_Town_4_3	Cape_Town	4	urban	Introduced
Cape_Town_4_6	Cape_Town	4	urban	Introduced
Cape_Town_4_8	Cape_Town	4	urban	Introduced
Cape_Town_6_12	Cape_Town	6	rural	Introduced
Cape_Town_6_13	Cape_Town	6	rural	Introduced
Cape_Town_6_14	Cape_Town	6	rural	Introduced
Cape_Town_6_15	Cape_Town	6	rural	Introduced
Cape_Town_6_2	Cape_Town	6	rural	Introduced
Cape_Town_6_3	Cape_Town	6	rural	Introduced
Cape_Town_6_5	Cape_Town	6	rural	Introduced
Cape_Town_6_6	Cape_Town	6	rural	Introduced
Cape_Town_7_14	Cape_Town	7	rural	Introduced
Cape_Town_7_5	Cape_Town	7	rural	Introduced
Cape_Town_7_11	Cape_Town	7	rural	Introduced
Cape_Town_7_12	Cape_Town	7	rural	Introduced
Cape_Town_7_13	Cape_Town	7	rural	Introduced
Cape_Town_7_2	Cape_Town	7	rural	Introduced
Cape_Town_7_4	Cape_Town	7	rural	Introduced
Cape_Town_7_6	Cape_Town	7	rural	Introduced
Cape_Town_7_9	Cape_Town	7	rural	Introduced
Cape_Town_8_6	Cape_Town	8	rural	Introduced
Cape_Town_8_8	Cape_Town	8	rural	Introduced
Cape_Town_8_1	Cape_Town	8	rural	Introduced
Cape_Town_8_11	Cape_Town	8	rural	Introduced
Cape_Town_8_2	Cape_Town	8	rural	Introduced
Cape_Town_8_3	Cape_Town	8	rural	Introduced
Cape_Town_8_4	Cape_Town	8	rural	Introduced
Cape_Town_8_5	Cape_Town	8	rural	Introduced
Cape_Town_8_7	Cape_Town	8	rural	Introduced
Cape_Town_8_9	Cape_Town	8	rural	Introduced
Cape_Town_12_10	Cape_Town	12	urban	Introduced
Cape_Town_12_11	Cape_Town	12	urban	Introduced
Cape_Town_12_13	Cape_Town	12	urban	Introduced
Cape_Town_12_2	Cape_Town	12	urban	Introduced
Cape_Town_12_4	Cape_Town	12	urban	Introduced
Cape_Town_12_5	Cape_Town	12	urban	Introduced
Cape_Town_12_6	Cape_Town	12	urban	Introduced
Cape_Town_12_7	Cape_Town	12	urban	Introduced
Cape_Town_12_8	Cape_Town	12	urban	Introduced
Cape_Town_13_7	Cape_Town	13	urban	Introduced
Cape_Town_13_10	Cape_Town	13	urban	Introduced
Cape_Town_13_5	Cape_Town	13	urban	Introduced
Cape_Town_13_8	Cape_Town	13	urban	Introduced
Cape_Town_13_2	Cape_Town	13	urban	Introduced
Cape_Town_13_3	Cape_Town	13	urban	Introduced
Cape_Town_13_4	Cape_Town	13	urban	Introduced
Cape_Town_13_6	Cape_Town	13	urban	Introduced
Cape_Town_13_9	Cape_Town	13	urban	Introduced
Cape_Town_14_9	Cape_Town	14	urban	Introduced
Cape_Town_14_10	Cape_Town	14	urban	Introduced
Cape_Town_14_2	Cape_Town	14	urban	Introduced
Cape_Town_14_3	Cape_Town	14	urban	Introduced
Cape_Town_14_4	Cape_Town	14	urban	Introduced
Cape_Town_14_6	Cape_Town	14	urban	Introduced
Cape_Town_14_7	Cape_Town	14	urban	Introduced
Cape_Town_14_8	Cape_Town	14	urban	Introduced
Cape_Town_18_3	Cape_Town	18	rural	Introduced
Cape_Town_18_13	Cape_Town	18	rural	Introduced
Cape_Town_18_12	Cape_Town	18	rural	Introduced
Cape_Town_18_14	Cape_Town	18	rural	Introduced
Cape_Town_18_16	Cape_Town	18	rural	Introduced
Cape_Town_18_4	Cape_Town	18	rural	Introduced
Cape_Town_18_9	Cape_Town	18	rural	Introduced
Cape_Town_19_8	Cape_Town	19	rural	Introduced
Cape_Town_19_14	Cape_Town	19	rural	Introduced
Cape_Town_19_11	Cape_Town	19	rural	Introduced
Cape_Town_19_1	Cape_Town	19	rural	Introduced
Cape_Town_19_10	Cape_Town	19	rural	Introduced
Cape_Town_19_15	Cape_Town	19	rural	Introduced
Cape_Town_19_16	Cape_Town	19	rural	Introduced
Cape_Town_19_5	Cape_Town	19	rural	Introduced
Cape_Town_19_9	Cape_Town	19	rural	Introduced
Chrchurch_1_5	Christchurch	1	urban	Introduced
Chrchurch_1_9	Christchurch	1	urban	Introduced
Chrchurch_1_1	Christchurch	1	urban	Introduced
Chrchurch_1_10	Christchurch	1	urban	Introduced
Chrchurch_1_11	Christchurch	1	urban	Introduced
Chrchurch_1_3	Christchurch	1	urban	Introduced
Chrchurch_1_4	Christchurch	1	urban	Introduced
Chrchurch_1_6	Christchurch	1	urban	Introduced
Chrchurch_1_8	Christchurch	1	urban	Introduced
Chrchurch_2_3	Christchurch	2	urban	Introduced
Chrchurch_2_17	Christchurch	2	urban	Introduced
Chrchurch_2_11	Christchurch	2	urban	Introduced
Chrchurch_2_12	Christchurch	2	urban	Introduced
Chrchurch_2_15	Christchurch	2	urban	Introduced
Chrchurch_2_19	Christchurch	2	urban	Introduced
Chrchurch_2_20	Christchurch	2	urban	Introduced
Chrchurch_2_5	Christchurch	2	urban	Introduced
Chrchurch_2_7	Christchurch	2	urban	Introduced
Chrchurch_2_8	Christchurch	2	urban	Introduced
Chrchurch_3_7	Christchurch	3	urban	Introduced
Chrchurch_3_1	Christchurch	3	urban	Introduced
Chrchurch_3_13	Christchurch	3	urban	Introduced
Chrchurch_3_14	Christchurch	3	urban	Introduced
Chrchurch_3_15	Christchurch	3	urban	Introduced
Chrchurch_3_2	Christchurch	3	urban	Introduced
Chrchurch_3_5	Christchurch	3	urban	Introduced
Chrchurch_3_6	Christchurch	3	urban	Introduced
Chrchurch_3_8	Christchurch	3	urban	Introduced
Chrchurch_4_16	Christchurch	4	urban	Introduced
Chrchurch_4_10	Christchurch	4	urban	Introduced
Chrchurch_4_1	Christchurch	4	urban	Introduced
Chrchurch_4_11	Christchurch	4	urban	Introduced
Chrchurch_4_12	Christchurch	4	urban	Introduced
Chrchurch_4_17	Christchurch	4	urban	Introduced
Chrchurch_4_18	Christchurch	4	urban	Introduced
Chrchurch_4_5	Christchurch	4	urban	Introduced
Chrchurch_4_7	Christchurch	4	urban	Introduced
Chrchurch_4_8	Christchurch	4	urban	Introduced
Chrchurch_6_13	Christchurch	6	urban	Introduced
Chrchurch_6_1	Christchurch	6	urban	Introduced
Chrchurch_6_12	Christchurch	6	urban	Introduced
Chrchurch_6_14	Christchurch	6	urban	Introduced
Chrchurch_6_15	Christchurch	6	urban	Introduced
Chrchurch_6_4	Christchurch	6	urban	Introduced
Chrchurch_6_6	Christchurch	6	urban	Introduced
Chrchurch_6_8	Christchurch	6	urban	Introduced
Chrchurch_6_8_dup	Christchurch	6	urban	Introduced
Chrchurch_6_9	Christchurch	6	urban	Introduced
Chrchurch_37_13	Christchurch	37	rural	Introduced
Chrchurch_37_2	Christchurch	37	rural	Introduced
Chrchurch_37_1	Christchurch	37	rural	Introduced
Chrchurch_37_10	Christchurch	37	rural	Introduced
Chrchurch_37_12	Christchurch	37	rural	Introduced
Chrchurch_37_19	Christchurch	37	rural	Introduced
Chrchurch_37_21	Christchurch	37	rural	Introduced
Chrchurch_37_5	Christchurch	37	rural	Introduced
Chrchurch_37_8	Christchurch	37	rural	Introduced
Chrchurch_38_7	Christchurch	38	rural	Introduced
Chrchurch_38_8	Christchurch	38	rural	Introduced
Chrchurch_38_1	Christchurch	38	rural	Introduced
Chrchurch_38_10	Christchurch	38	rural	Introduced
Chrchurch_38_13	Christchurch	38	rural	Introduced
Chrchurch_38_14	Christchurch	38	rural	Introduced
Chrchurch_38_16	Christchurch	38	rural	Introduced
Chrchurch_38_2	Christchurch	38	rural	Introduced
Chrchurch_38_20	Christchurch	38	rural	Introduced
Chrchurch_38_3	Christchurch	38	rural	Introduced
Chrchurch_39_17	Christchurch	39	rural	Introduced
Chrchurch_39_1	Christchurch	39	rural	Introduced
Chrchurch_39_11	Christchurch	39	rural	Introduced
Chrchurch_39_15	Christchurch	39	rural	Introduced
Chrchurch_39_16	Christchurch	39	rural	Introduced
Chrchurch_39_18	Christchurch	39	rural	Introduced
Chrchurch_39_2	Christchurch	39	rural	Introduced
Chrchurch_39_5	Christchurch	39	rural	Introduced
Chrchurch_39_6	Christchurch	39	rural	Introduced
Chrchurch_39_7	Christchurch	39	rural	Introduced
Chrchurch_40_2	Christchurch	40	rural	Introduced
Chrchurch_40_13	Christchurch	40	rural	Introduced
Chrchurch_40_10	Christchurch	40	rural	Introduced
Chrchurch_40_14	Christchurch	40	rural	Introduced
Chrchurch_40_16	Christchurch	40	rural	Introduced
Chrchurch_40_17	Christchurch	40	rural	Introduced
Chrchurch_40_20	Christchurch	40	rural	Introduced
Chrchurch_40_4	Christchurch	40	rural	Introduced
Chrchurch_40_6	Christchurch	40	rural	Introduced
Chrchurch_40_7	Christchurch	40	rural	Introduced
Chrchurch_41_5	Christchurch	41	rural	Introduced
Chrchurch_41_13	Christchurch	41	rural	Introduced
Chrchurch_41_1	Christchurch	41	rural	Introduced
Chrchurch_41_10	Christchurch	41	rural	Introduced
Chrchurch_41_12	Christchurch	41	rural	Introduced
Chrchurch_41_15	Christchurch	41	rural	Introduced
Chrchurch_41_16	Christchurch	41	rural	Introduced
Chrchurch_41_6	Christchurch	41	rural	Introduced
Chrchurch_41_8	Christchurch	41	rural	Introduced
Kunming_1_9	Kunming	1	urban	Introduced
Kunming_1_3	Kunming	1	urban	Introduced
Kunming_1_1	Kunming	1	urban	Introduced
Kunming_1_6	Kunming	1	urban	Introduced
Kunming_1_7	Kunming	1	urban	Introduced
Kunming_1_10	Kunming	1	urban	Introduced
Kunming_1_12	Kunming	1	urban	Introduced
Kunming_1_13	Kunming	1	urban	Introduced
Kunming_1_16	Kunming	1	urban	Introduced
Kunming_2_12	Kunming	2	urban	Introduced
Kunming_2_7	Kunming	2	urban	Introduced
Kunming_2_3	Kunming	2	urban	Introduced
Kunming_2_4	Kunming	2	urban	Introduced
Kunming_2_6	Kunming	2	urban	Introduced
Kunming_2_9	Kunming	2	urban	Introduced
Kunming_2_11	Kunming	2	urban	Introduced
Kunming_3_16	Kunming	3	urban	Introduced
Kunming_3_1	Kunming	3	urban	Introduced
Kunming_3_7	Kunming	3	urban	Introduced
Kunming_3_8	Kunming	3	urban	Introduced
Kunming_3_15	Kunming	3	urban	Introduced
Kunming_4_4	Kunming	4	urban	Introduced
Kunming_4_13	Kunming	4	urban	Introduced
Kunming_4_5	Kunming	4	urban	Introduced
Kunming_4_7	Kunming	4	urban	Introduced
Kunming_4_8	Kunming	4	urban	Introduced
Kunming_4_10	Kunming	4	urban	Introduced
Kunming_4_11	Kunming	4	urban	Introduced
Kunming_4_12	Kunming	4	urban	Introduced
Kunming_4_15	Kunming	4	urban	Introduced
Kunming_5_5	Kunming	5	urban	Introduced
Kunming_5_13	Kunming	5	urban	Introduced
Kunming_5_9	Kunming	5	urban	Introduced
Kunming_5_2	Kunming	5	urban	Introduced
Kunming_5_7	Kunming	5	urban	Introduced
Kunming_5_10	Kunming	5	urban	Introduced
Kunming_5_11	Kunming	5	urban	Introduced
Kunming_5_14	Kunming	5	urban	Introduced
Kunming_46_6	Kunming	46	rural	Introduced
Kunming_46_1	Kunming	46	rural	Introduced
Kunming_46_3	Kunming	46	rural	Introduced
Kunming_46_4	Kunming	46	rural	Introduced
Kunming_46_5	Kunming	46	rural	Introduced
Kunming_46_7	Kunming	46	rural	Introduced
Kunming_46_11	Kunming	46	rural	Introduced
Kunming_46_12	Kunming	46	rural	Introduced
Kunming_46_14	Kunming	46	rural	Introduced
Kunming_47_7	Kunming	47	rural	Introduced
Kunming_47_9	Kunming	47	rural	Introduced
Kunming_47_1	Kunming	47	rural	Introduced
Kunming_47_2	Kunming	47	rural	Introduced
Kunming_47_8	Kunming	47	rural	Introduced
Kunming_47_13	Kunming	47	rural	Introduced
Kunming_48_1	Kunming	48	rural	Introduced
Kunming_48_15	Kunming	48	rural	Introduced
Kunming_48_3	Kunming	48	rural	Introduced
Kunming_48_6	Kunming	48	rural	Introduced
Kunming_48_12	Kunming	48	rural	Introduced
Kunming_48_13	Kunming	48	rural	Introduced
Kunming_48_14	Kunming	48	rural	Introduced
Kunming_49_3	Kunming	49	rural	Introduced
Kunming_49_8	Kunming	49	rural	Introduced
Kunming_49_2	Kunming	49	rural	Introduced
Kunming_49_9	Kunming	49	rural	Introduced
Kunming_49_12	Kunming	49	rural	Introduced
Kunming_49_13	Kunming	49	rural	Introduced
Kunming_49_16	Kunming	49	rural	Introduced
Kunming_50_10	Kunming	50	rural	Introduced
Kunming_50_8	Kunming	50	rural	Introduced
Kunming_50_1	Kunming	50	rural	Introduced
Kunming_50_3	Kunming	50	rural	Introduced
Kunming_50_5	Kunming	50	rural	Introduced
Kunming_50_7	Kunming	50	rural	Introduced
Kunming_50_9	Kunming	50	rural	Introduced
Kunming_50_15	Kunming	50	rural	Introduced
Landshut_1_1	Landshut	1	rural	Native
Landshut_1_18	Landshut	1	rural	Native
Landshut_1_4	Landshut	1	rural	Native
Landshut_1_5	Landshut	1	rural	Native
Landshut_1_7	Landshut	1	rural	Native
Landshut_1_8	Landshut	1	rural	Native
Landshut_1_9	Landshut	1	rural	Native
Landshut_1_11	Landshut	1	rural	Native
Landshut_1_14	Landshut	1	rural	Native
Landshut_1_15	Landshut	1	rural	Native
Landshut_2_8	Landshut	2	rural	Native
Landshut_2_20	Landshut	2	rural	Native
Landshut_2_2	Landshut	2	rural	Native
Landshut_2_6	Landshut	2	rural	Native
Landshut_2_7	Landshut	2	rural	Native
Landshut_2_12	Landshut	2	rural	Native
Landshut_2_15	Landshut	2	rural	Native
Landshut_2_17	Landshut	2	rural	Native
Landshut_2_19	Landshut	2	rural	Native
Landshut_3_16	Landshut	3	rural	Native
Landshut_3_20	Landshut	3	rural	Native
Landshut_3_1	Landshut	3	rural	Native
Landshut_3_2	Landshut	3	rural	Native
Landshut_3_3	Landshut	3	rural	Native
Landshut_3_5	Landshut	3	rural	Native
Landshut_3_6	Landshut	3	rural	Native
Landshut_3_8	Landshut	3	rural	Native
Landshut_3_11	Landshut	3	rural	Native
Landshut_3_18	Landshut	3	rural	Native
Landshut_4_11	Landshut	4	rural	Native
Landshut_4_4	Landshut	4	rural	Native
Landshut_4_5	Landshut	4	rural	Native
Landshut_4_6	Landshut	4	rural	Native
Landshut_4_7	Landshut	4	rural	Native
Landshut_4_9	Landshut	4	rural	Native
Landshut_4_10	Landshut	4	rural	Native
Landshut_4_12	Landshut	4	rural	Native
Landshut_4_13	Landshut	4	rural	Native
Landshut_5_15	Landshut	5	rural	Native
Landshut_5_12	Landshut	5	rural	Native
Landshut_5_1	Landshut	5	rural	Native
Landshut_5_6	Landshut	5	rural	Native
Landshut_5_8	Landshut	5	rural	Native
Landshut_5_11	Landshut	5	rural	Native
Landshut_5_13	Landshut	5	rural	Native
Landshut_5_14	Landshut	5	rural	Native
Landshut_5_19	Landshut	5	rural	Native
Landshut_5_20	Landshut	5	rural	Native
Landshut_47_14	Landshut	47	urban	Native
Landshut_47_1	Landshut	47	urban	Native
Landshut_47_2	Landshut	47	urban	Native
Landshut_47_7	Landshut	47	urban	Native
Landshut_47_10	Landshut	47	urban	Native
Landshut_47_16	Landshut	47	urban	Native
Landshut_47_17	Landshut	47	urban	Native
Landshut_47_19	Landshut	47	urban	Native
Landshut_47_20	Landshut	47	urban	Native
Landshut_48_8	Landshut	48	urban	Native
Landshut_48_6	Landshut	48	urban	Native
Landshut_48_3	Landshut	48	urban	Native
Landshut_48_4	Landshut	48	urban	Native
Landshut_48_9	Landshut	48	urban	Native
Landshut_48_13	Landshut	48	urban	Native
Landshut_48_15	Landshut	48	urban	Native
Landshut_48_16	Landshut	48	urban	Native
Landshut_48_19	Landshut	48	urban	Native
Landshut_49_19	Landshut	49	urban	Native
Landshut_49_15	Landshut	49	urban	Native
Landshut_49_1	Landshut	49	urban	Native
Landshut_49_2	Landshut	49	urban	Native
Landshut_49_3	Landshut	49	urban	Native
Landshut_49_5	Landshut	49	urban	Native
Landshut_49_8	Landshut	49	urban	Native
Landshut_49_10	Landshut	49	urban	Native
Landshut_49_11	Landshut	49	urban	Native
Landshut_50_20	Landshut	50	urban	Native
Landshut_50_14	Landshut	50	urban	Native
Landshut_50_2	Landshut	50	urban	Native
Landshut_50_5	Landshut	50	urban	Native
Landshut_50_6	Landshut	50	urban	Native
Landshut_50_8	Landshut	50	urban	Native
Landshut_50_9	Landshut	50	urban	Native
Landshut_50_13	Landshut	50	urban	Native
Landshut_50_16	Landshut	50	urban	Native
Landshut_50_19	Landshut	50	urban	Native
Landshut_51_14	Landshut	51	urban	Native
Landshut_51_8	Landshut	51	urban	Native
Landshut_51_2	Landshut	51	urban	Native
Landshut_51_4	Landshut	51	urban	Native
Landshut_51_6	Landshut	51	urban	Native
Landshut_51_7	Landshut	51	urban	Native
Landshut_51_10	Landshut	51	urban	Native
Landshut_51_13	Landshut	51	urban	Native
Landshut_51_15	Landshut	51	urban	Native
Landshut_51_16	Landshut	51	urban	Native
Linkoping_5_7	Linkoping	5	urban	Native
Linkoping_5_6	Linkoping	5	urban	Native
Linkoping_5_1	Linkoping	5	urban	Native
Linkoping_5_2	Linkoping	5	urban	Native
Linkoping_5_3	Linkoping	5	urban	Native
Linkoping_5_4	Linkoping	5	urban	Native
Linkoping_5_5	Linkoping	5	urban	Native
Linkoping_5_8	Linkoping	5	urban	Native
Linkoping_5_9	Linkoping	5	urban	Native
Linkoping_5_10	Linkoping	5	urban	Native
Linkoping_8_8	Linkoping	8	urban	Native
Linkoping_8_7	Linkoping	8	urban	Native
Linkoping_8_1	Linkoping	8	urban	Native
Linkoping_8_2	Linkoping	8	urban	Native
Linkoping_8_4	Linkoping	8	urban	Native
Linkoping_8_5	Linkoping	8	urban	Native
Linkoping_8_10	Linkoping	8	urban	Native
Linkoping_13_3	Linkoping	13	urban	Native
Linkoping_13_7	Linkoping	13	urban	Native
Linkoping_13_1	Linkoping	13	urban	Native
Linkoping_13_2	Linkoping	13	urban	Native
Linkoping_13_4	Linkoping	13	urban	Native
Linkoping_13_5	Linkoping	13	urban	Native
Linkoping_13_6	Linkoping	13	urban	Native
Linkoping_13_8	Linkoping	13	urban	Native
Linkoping_13_9	Linkoping	13	urban	Native
Linkoping_13_10	Linkoping	13	urban	Native
Linkoping_15_4	Linkoping	15	urban	Native
Linkoping_15_1	Linkoping	15	urban	Native
Linkoping_15_2	Linkoping	15	urban	Native
Linkoping_15_3	Linkoping	15	urban	Native
Linkoping_15_5	Linkoping	15	urban	Native
Linkoping_15_6	Linkoping	15	urban	Native
Linkoping_15_7	Linkoping	15	urban	Native
Linkoping_15_9	Linkoping	15	urban	Native
Linkoping_15_10	Linkoping	15	urban	Native
Linkoping_15_8	Linkoping	15	urban	Native
Linkoping_16_3	Linkoping	16	urban	Native
Linkoping_16_1	Linkoping	16	urban	Native
Linkoping_16_2	Linkoping	16	urban	Native
Linkoping_16_4	Linkoping	16	urban	Native
Linkoping_16_5	Linkoping	16	urban	Native
Linkoping_16_6	Linkoping	16	urban	Native
Linkoping_16_7	Linkoping	16	urban	Native
Linkoping_16_8	Linkoping	16	urban	Native
Linkoping_16_9	Linkoping	16	urban	Native
Linkoping_16_10	Linkoping	16	urban	Native
Linkoping_25_9	Linkoping	25	rural	Native
Linkoping_25_7	Linkoping	25	rural	Native
Linkoping_25_1	Linkoping	25	rural	Native
Linkoping_25_2	Linkoping	25	rural	Native
Linkoping_25_3	Linkoping	25	rural	Native
Linkoping_25_4	Linkoping	25	rural	Native
Linkoping_25_5	Linkoping	25	rural	Native
Linkoping_25_6	Linkoping	25	rural	Native
Linkoping_25_8	Linkoping	25	rural	Native
Linkoping_25_11	Linkoping	25	rural	Native
Linkoping_27_8	Linkoping	27	rural	Native
Linkoping_27_6	Linkoping	27	rural	Native
Linkoping_27_1	Linkoping	27	rural	Native
Linkoping_27_2	Linkoping	27	rural	Native
Linkoping_27_3	Linkoping	27	rural	Native
Linkoping_27_5	Linkoping	27	rural	Native
Linkoping_27_7	Linkoping	27	rural	Native
Linkoping_27_9	Linkoping	27	rural	Native
Linkoping_27_10	Linkoping	27	rural	Native
Linkoping_27_4	Linkoping	27	rural	Native
Linkoping_37_7	Linkoping	37	rural	Native
Linkoping_37_6	Linkoping	37	rural	Native
Linkoping_37_1	Linkoping	37	rural	Native
Linkoping_37_2	Linkoping	37	rural	Native
Linkoping_37_3	Linkoping	37	rural	Native
Linkoping_37_4	Linkoping	37	rural	Native
Linkoping_37_5	Linkoping	37	rural	Native
Linkoping_37_8	Linkoping	37	rural	Native
Linkoping_37_9	Linkoping	37	rural	Native
Linkoping_37_10	Linkoping	37	rural	Native
Linkoping_38_1	Linkoping	38	rural	Native
Linkoping_38_10	Linkoping	38	rural	Native
Linkoping_38_2	Linkoping	38	rural	Native
Linkoping_38_3	Linkoping	38	rural	Native
Linkoping_38_4	Linkoping	38	rural	Native
Linkoping_38_5	Linkoping	38	rural	Native
Linkoping_38_6	Linkoping	38	rural	Native
Linkoping_38_7	Linkoping	38	rural	Native
Linkoping_38_8	Linkoping	38	rural	Native
Linkoping_38_9	Linkoping	38	rural	Native
Linkoping_40_1	Linkoping	40	rural	Native
Linkoping_40_2	Linkoping	40	rural	Native
Linkoping_40_3	Linkoping	40	rural	Native
Linkoping_40_4	Linkoping	40	rural	Native
Linkoping_40_5	Linkoping	40	rural	Native
Linkoping_40_6	Linkoping	40	rural	Native
Linkoping_40_7	Linkoping	40	rural	Native
Linkoping_40_8	Linkoping	40	rural	Native
Linkoping_40_9	Linkoping	40	rural	Native
Linkoping_40_10	Linkoping	40	rural	Native
Loja_1_19	Loja	1	rural	Introduced
Loja_1_7	Loja	1	rural	Introduced
Loja_1_9	Loja	1	rural	Introduced
Loja_1_11	Loja	1	rural	Introduced
Loja_1_16	Loja	1	rural	Introduced
Loja_1_18	Loja	1	rural	Introduced
Loja_2_10	Loja	2	rural	Introduced
Loja_2_20	Loja	2	rural	Introduced
Loja_2_7	Loja	2	rural	Introduced
Loja_2_6	Loja	2	rural	Introduced
Loja_2_2	Loja	2	rural	Introduced
Loja_2_1	Loja	2	rural	Introduced
Loja_2_3	Loja	2	rural	Introduced
Loja_2_11	Loja	2	rural	Introduced
Loja_2_13	Loja	2	rural	Introduced
Loja_5_1	Loja	5	rural	Introduced
Loja_5_3	Loja	5	rural	Introduced
Loja_5_4	Loja	5	rural	Introduced
Loja_5_5	Loja	5	rural	Introduced
Loja_5_8	Loja	5	rural	Introduced
Loja_5_10	Loja	5	rural	Introduced
Loja_5_20	Loja	5	rural	Introduced
Loja_36_5	Loja	36	urban	Introduced
Loja_36_19	Loja	36	urban	Introduced
Loja_36_8	Loja	36	urban	Introduced
